900 	60 	0.530823
900 	70 	0.843371
900 	80 	0.790045
900 	90 	0.668048
900 	100 	0.823062
900 	108 	0.622249
900 	109 	0.6310735
900 	110 	0.639898
900 	110 	6.98644
900 	117 	6.03679
900 	125 	4.55644
900 	132 	2.94085
900 	140 	1.83132
900 	140 	0.373208
900 	150 	0.184717
1000 	60 	0.282641
1000 	70 	0.381999
1000 	80 	0.417188
1000 	90 	0.396002
1000 	100 	0.365865
1000 	108 	0.306021
1000 	109 	0.3222385
1000 	110 	0.338456
1000 	110 	3.61192
1000 	117 	3.08073
1000 	125 	2.2606
1000 	132 	1.56334
1000 	140 	0.939649
1000 	140 	0.166463
1000 	150 	0.0758218
1000 	175 	0.00257619
1000 	200 	0.000946657
1000 	250 	0.000354716
1100 	60 	0.149634
1100 	70 	0.18141
1100 	80 	0.190383
1100 	90 	0.177559
1100 	100 	0.204596
1100 	108 	0.15189
1100 	109 	0.156908
1100 	110 	0.161926
1100 	110 	1.87573
1100 	117 	1.65889
1100 	125 	1.27654
1100 	132 	0.84134
1100 	140 	0.503109
1100 	140 	0.0792486
1100 	150 	0.0452273
1100 	175 	0.00115511
1100 	200 	0.000372681
1200 	60 	0.0619505
1200 	70 	0.0876026
1200 	80 	0.103098
1200 	90 	0.0947625
1200 	100 	0.0873303
1200 	108 	0.0733339
1200 	109 	0.0711425
1200 	110 	0.0689511
1200 	110 	1.0694
1200 	117 	0.885056
1200 	125 	0.704206
1200 	132 	0.453594
1200 	140 	0.290694
1200 	140 	0.0402506
1200 	150 	0.0217621
1200 	175 	0.000518205
1300 	60 	0.0363605
1300 	70 	0.0375216
1300 	80 	0.0527617
1300 	90 	0.0493981
1300 	100 	0.0520089
1300 	108 	0.0395685
1300 	109 	0.0388025
1300 	110 	0.0380365
1300 	110 	0.597424
1300 	117 	0.505793
1300 	125 	0.439341
1300 	132 	0.271885
1300 	140 	0.164741
1300 	140 	0.0224178
1300 	150 	0.00569091
1400 	60 	0.0195609
1400 	70 	0.0197864
1400 	80 	0.0269319
1400 	90 	0.0535888
1400 	100 	0.0273502
1400 	110 	0.0120007
1400 	110 	0.34961
1400 	117 	0.29277
1400 	125 	0.224335
1400 	132 	0.161045
1400 	140 	0.0993188
1400 	140 	0.0122414
1400 	150 	0.0042075
1500 	60 	0.0100798
1500 	70 	0.00576757
1500 	80 	0.00903321
1500 	90 	0.0144507
1500 	100 	0.0156208
1500 	110 	0.0109522
1500 	110 	0.201052
1500 	117 	0.170938
1500 	125 	0.134284
1500 	132 	0.0891243
1500 	140 	0.0565526
1500 	140 	0.00477542
1500 	150 	0.00130333
1600 	60 	0.00531885
1600 	70 	0.00331754
1600 	80 	0.00416651
1600 	90 	0.00457468
1600 	100 	0.00664009
1600 	110 	0.00853901
1600 	110 	0.121019
1600 	117 	0.090719
1600 	125 	0.0819296
1600 	132 	0.0572119
1600 	140 	0.0380439
1600 	140 	0.00193996
1600 	150 	0.000946152
1700 	60 	0.00279709
1700 	70 	0.00182705
1700 	80 	0.00405698
1700 	90 	0.00258216
1700 	100 	0.00430982
1700 	110 	0.00385628
1700 	110 	0.0750289
1700 	117 	0.0634865
1700 	125 	0.049677
1700 	132 	0.0358215
1700 	140 	0.0237638
1700 	140 	0.00203642
1700 	150 	0.000516815
1800 	60 	0.00161173
1800 	70 	0.0010815
1800 	80 	0.00165448
1800 	90 	0.00185372
1800 	100 	0.00155161
1800 	110 	0.0015763
1800 	110 	0.0384166
1800 	117 	0.0391463
1800 	125 	0.0312806
1800 	132 	0.0227582
1800 	140 	0.0151966
1800 	140 	0.00121736
1900 	60 	0.00109092
1900 	70 	0.000643071
1900 	80 	0.000951333
1900 	90 	0.00133763
1900 	100 	0.00140897
1900 	110 	0.00146329
1900 	110 	0.0277936
1900 	117 	0.0244197
1900 	125 	0.0193072
1900 	132 	0.014141
1900 	140 	0.00942216
1900 	140 	0.000895001
2000 	60 	0.00065563
2000 	70 	0.000368317
2000 	80 	0.000645733
2000 	90 	0.000626661
2000 	100 	0.000689501
2000 	110 	0.00100767
2000 	110 	0.016884
2000 	117 	0.0149456
2000 	125 	0.0121604
2000 	132 	0.00798205
2200 	70 	0.000360336